name	smiles
rxn:3:59957:28657:93372	Cc1cc(NC(=O)C[C@H](C)n2cc(-c3ccc(F)cc3C(F)F)nn2)cc2ccoc12
rxn:3:40786:30453:71424	Cc1c(-c2cn(CC=Cc3ccc(CC(=O)NCC(C)(F)C4CCCCC4)cc3)nn2)cnn1C
rxn:3:46056:22357:87337	CSc1cnn(Cc2cn(CCC=Cc3cc(C(=O)NC4CC45CCCOC5)ccn3)nn2)c1
rxn:3:54192:24201:77468	COC1C(NC(=O)c2sc(C3C(CCn4cc(C(C)N5CC(F)(F)C5)nn4)C3(F)F)nc2C)C1(C)C
rxn:3:40295:23164:118321	CC1(C)CCCC(C)(CNC(=O)Cc2cc(C=CCn3cc(C4CCN(CC(F)F)C4)nn3)cs2)O1
rxn:3:61917:28706:75157	CC(C)(C)OC[C@@H](C(=O)NC[C@@H]1C[C@H]1C1CCOCC1)n1cc(-c2cccnc2N2CCC(F)(F)C2)nn1
rxn:3:50159:37896:105212	CN(C)c1ccc(-c2cn(CC3C(c4cccc(C(=O)NC(C)(C)C(C)(C)C)c4)C3(F)F)nn2)nc1
rxn:3:50160:23731:140179	CC(CNC(=O)c1ccc(C2C(Cn3cc([C@H]4C[C@H](n5ccnn5)C4)nn3)C2(F)F)cc1)C(C)(C)C
rxn:3:52742:522:134911	Cc1ccc(C2CC2CCn2cc(-c3ccc(F)cc3C)nn2)cc1C(=O)NC1CCC2(COC2)OC1
rxn:3:43458:23150:143779	CCOCC(C(=O)Nc1ccc2sc3ccccc3c2c1)n1cc(CC2CN(C)C2)nn1
rxn:3:65401:39499:68580	C[C@H](CCOC(C)(C)C)NC(=O)c1cncc(N2CC(Cn3cc(C4CCC(C)(C)CC4)nn3)CC2=O)n1
rxn:3:41042:5183:86965	Cc1nn(C)c(C)c1C(C)Cc1cn(CC=Cc2ccc(CC(=O)NC[C@@H]3CCO3)c(F)c2)nn1
rxn:3:40748:39527:74746	CC(CNC(=O)c1cccc(C=CCn2cc(CN3CCC3)nn2)c1F)Sc1ccccc1
rxn:3:40748:7625:84657	CC(C)(NC(=O)c1cccc(C=CCn2cc(-c3cccc(F)c3C#N)nn2)c1F)C1CC1(F)F
rxn:3:54519:2029:139212	CN1CCCC(c2cn(CCC3C(c4nccc(C(=O)NCC56CCCC(C)(C5)OC6)c4F)C3(F)F)nn2)C1
rxn:3:60078:7655:108125	CO[C@H]1C[C@H]1NC(=O)c1cc2n(CCn3cc(-c4ncnc5c4CCCC5)nn3)ccn2n1
rxn:3:51051:39395:82617	COc1c(C(=O)N[C@@H](C)COC2CC2)cccc1C1C(Cn2cc(-c3cncs3)nn2)C1(F)F
rxn:3:62154:27768:92836	Cc1cc(C(F)(F)F)nc(-c2cn([C@@H](C)C(=O)NCC(c3ccc(C(C)C)cc3)C3COC3)nn2)n1
rxn:3:49823:6581:73719	CCc1cc2n(n1)CCN(Cc1cn(CC3C(c4cc(C(=O)NC5(C)CCC5)cs4)C3(F)F)nn1)C2
rxn:3:57886:2643:120880	CC1CCCC(CNC(=O)c2cccc(CCCn3cc(C(C)C4CCCCC4)nn3)n2)CC1
rxn:3:65549:39010:81268	Cc1cncc(-c2cn(CC3CC(=O)N(c4nccnc4C(=O)NC4(C)CCOC5(CCC5)C4)C3)nn2)n1
rxn:3:60054:3737:111499	CC1CC(C)(C)CN1CCc1cn(CC23CC(C(=O)NCC4OCC5(CCCC5)c5ccsc54)(C2)C3)nn1
rxn:3:40005:37769:67068	O=C(N[C@@H]1CCC1(F)F)c1ccsc1C=CCn1cc(-c2cc3sccc3s2)nn1
rxn:3:63963:2543:135073	Cc1cnc(-c2cn(CC3CC(=O)N(C4(C(=O)Nc5ccc6c(c5)CCCC6)CCCC4)C3)nn2)c(C)c1
rxn:3:54195:38764:103803	CSC[C@H]1C[C@@H](NC(=O)c2ncccc2C2C(CCn3cc(-c4nc(C)cs4)nn3)C2(F)F)C1
rxn:3:53843:10954:66277	CCC(C)C(C)NC(=O)c1csc(C2C(CCn3cc(Cn4nc(C)nc4C)nn3)C2(F)F)n1
rxn:3:50788:1086:93583	C[C@@H](C(=O)NCC1(C)CCOC1)n1cc(C2C(Cn3cc(CN4CCC(F)(F)CC4)nn3)C2(F)F)cn1
rxn:3:61926:666:132503	Cc1ccc(-c2ccccc2-c2cn([C@H](COC(C)(C)C)C(=O)N[C@@H]3CCCC3(F)F)nn2)cc1
rxn:3:53167:509:75023	CCCCC1(NC(=O)c2ccc(C)cc2-n2cc(-c3c(F)cccc3C(F)(F)F)nn2)CC1
rxn:3:62550:2739:91690	Cc1cc(C)c(C(CNC(=O)[C@@H]2CC[C@H]2Cn2cc(-c3cc(C)nn3C)nn2)CC(C)C)c(C)c1
rxn:3:58137:38590:141717	CCC(C)(C)C(C)NC(=O)c1cc(C)ccc1CCCn1cc(-c2cc(F)cc(F)c2)nn1
rxn:3:55887:5290:99676	CCCc1nnnn1Cc1cn(CC2CC2c2ccnc(C(=O)NC3CC3CC(C)(C)C)c2)nn1
rxn:3:57643:2125:80187	CC(c1cn(CCCc2ccccc2C(=O)N[C@@H](C)Cc2cccs2)nn1)C1CCCC1
rxn:3:51050:2121:139860	COc1ccc(C(=O)NCC2(C)COC(C)(C)CO2)cc1C1C(Cn2cc(C(C)(C)C3CC3)nn2)C1(F)F
rxn:3:58097:21435:128458	C[C@@H]1CC[C@H](NC(=O)c2cc(CCCn3cc(CN(C)Cc4ccccc4)nn3)ccc2F)CO1
rxn:3:57628:38382:122650	CCOC1CC(C(C)NC(=O)c2ccc(CCCn3cc(C45CC6CC(CC(C6)C4)C5)nn3)cc2)C1
rxn:3:65281:3244:106943	CC(C)C1CC(NC(=O)c2cccc(N3CC(Cn4cc(C(C)(C)N5CCSCC5)nn4)CC3=O)n2)CCO1
rxn:3:58112:389:112018	Cc1ccc(-c2cn(CCCc3cc(F)cc(C(=O)NC4CC5COCC(C4)C5(F)F)c3)nn2)c(C)n1
rxn:3:64474:39510:122211	COC1(CCNC(=O)c2cc(N3CC(Cn4cc(C5(C)CCCC5)nn4)CC3=O)c(F)cc2F)CCCC1
rxn:3:56113:16775:112985	Cc1c(-c2cn(CC3CC3c3cccc(C(=O)NCC4CCOC4)c3F)nn2)cnn1CC1CCC1
rxn:3:63963:38411:77427	CCC(CNC(=O)C1(N2CC(Cn3cc(C4(C)CC4)nn3)CC2=O)CCCC1)Cc1ccc2c(c1)CCO2
rxn:3:46364:38363:84556	Cc1cnc(C(=O)NCC2CC3CCC(C2)S3)c(C=CCCn2cc(-c3ccc(C#N)nc3)nn2)c1
rxn:3:43509:16875:81296	CCn1ncc(-c2cn(Cc3ccc(C(=O)NCC4CCS(=O)(=O)C(C)C4)o3)nn2)c1C1CCCC1
rxn:3:55311:6318:107750	CC(C)C(NC(=O)c1ccc(C2CC2Cn2cc(Cn3nnc4c3CCC4)nn2)o1)C1CCCOC1
rxn:3:62737:32416:100740	CC[C@@H](C(=O)Nc1ccc(C)c(S(=O)(=O)C(C)C)c1)N1CC(Cn2cc(C3CC(C)(C#N)C3)nn2)CC1=O
rxn:3:52731:24161:119954	COC1CC2CC1CC2NC(=O)c1ccc(F)cc1C1CC1CCn1cc(C2CCC(N(C)C)CC2)nn1
rxn:3:56512:981:137583	COc1ccc(C(=O)NC2CCc3cccc(OC)c32)c(C2CC2Cn2cc(C(C)N(C)C)nn2)c1
rxn:3:56129:381:66238	CC1SCCC1CCNC(=O)c1cc(F)ccc1C1CC1Cn1cc(-c2cnn(C)c2CF)nn1
rxn:3:49127:23150:155673	CCOC(Cn1cc(CC2CN(C)C2)nn1)C(=O)Nc1cc(C)ccc1Oc1cc(C)ccc1C
rxn:3:46364:16783:118680	CO[C@H]1C[C@@H](NC(=O)c2ncc(C)cc2C=CCCn2cc(-c3cnn(CC(F)F)c3C)nn2)C1
rxn:3:62849:1032:107750	CC(C)C(NC(=O)C(C)(C)N1CC(Cn2cc(CCN3CCN(C)CC3)nn2)CC1=O)C1CCCOC1
rxn:3:56329:28706:81341	Cc1cc(C2CC2Cn2cc(-c3cccnc3N3CCC(F)(F)C3)nn2)cnc1C(=O)NC[C@H]1CCO1
rxn:3:41040:3122:85027	O=C(Cc1ccc(C=CCn2cc(C3(C(F)F)CC3)nn2)c(F)c1)N[C@H]1c2ccccc2C[C@H]1F
rxn:3:61640:30478:84556	Cc1ccc(C(=O)NCC2CC3CCC(C2)S3)cc1OCCn1cc(-c2cnn(C(C)C)c2)nn1
rxn:3:62782:22934:71526	COCC12CCC(NC(=O)C(C3CCCC3)N3CC(Cn4cc(-c5cc(C)cc(C)n5)nn4)CC3=O)(CO1)C2
rxn:3:51561:17537:72955	N#Cc1cc(C2CCCCC2)n(Cc2cn(-c3ccccc3C3CC3CC(=O)NC3C4CCC43)nn2)n1
rxn:3:40555:39264:95920	COC1CCC1NC(=O)c1ccc(C=CCn2cc(-c3ccc4nc(C)ccc4c3)nn2)cn1
rxn:3:52239:31837:70795	N#Cc1ncc(-c2cn(CCC3CC3c3ccccc3C(=O)NC[C@]34CCC[C@H]3OCC4)nn2)cc1F
rxn:3:40788:6377:120982	Cc1ccc(C(=O)N[C@@H]2CCCC[C@H]2C(C)(C)C)cc1C=CCn1cc(-c2ncnc(C)c2C)nn1
rxn:3:52713:1912:130590	COc1ccc(NC(=O)c2cccc(F)c2C2CC2CCn2cc(C(C)(C)N(C)C)nn2)cc1C
rxn:3:55874:23161:137832	Cc1nc(C2CC2Cn2cc(C3CCN(CC(C)C)C3)nn2)sc1C(=O)NCC1C(F)(F)C12CCOCC2
rxn:3:52727:38978:135318	CO[C@H]1COCC[C@@H]1NC(=O)c1c(F)cccc1C1CC1CCn1cc(-c2cccc3c2CCC3)nn1
rxn:3:63966:2659:115845	CC(C)C1(C(C)C)OCC1NC(=O)C1(N2CC(Cn3cc(C(C)(C)C(C)(C)F)nn3)CC2=O)CCCCC1
rxn:3:62550:6312:97625	Cc1ccc(C(F)CNC(=O)[C@@H]2CC[C@H]2Cn2cc(Cn3nnc4c3C3(C)CCC4C3(C)C)nn2)cc1
rxn:3:49485:27838:106233	CC[C@H](NC(=O)C1CC(n2cc(-c3ccc4c(C)c(C)ccc4n3)nn2)C1)c1ccccc1
rxn:3:40757:3846:120022	Cc1cc(C)cc(C2CC2CNC(=O)c2c(F)cccc2C=CCn2cc(C3CC(F)C3)nn2)c1
rxn:3:54196:263:141717	CCC(C)(C)C(C)NC(=O)c1ccnc(C2C(CCn3cc(Cc4cccnn4)nn3)C2(F)F)c1
rxn:3:57883:38865:81504	COC1(CNC(=O)c2ccc(CCCn3cc(C4Cc5ccccc5C4)nn3)cn2)CCC(C)CC1
rxn:3:63289:24214:126814	COc1ccc(N2CC(Cn3cc(-c4cccc(C(F)F)n4)nn3)CC2=O)cc1C(=O)N[C@H]1C[C@@H](F)C1
rxn:3:40005:35117:138711	C=C(C)c1cn(CC=Cc2sccc2C(=O)NC(Cc2cccs2)C(C)(C)CC)nn1
rxn:3:49517:7660:109100	N#Cc1ccncc1-c1cn(-c2ccccc2C2C(C(=O)NCC3C(F)(F)C34CCCC4)C2(F)F)nn1
rxn:3:56327:34514:93026	CO[C@@H]1COC[C@@H](NC(=O)c2ncc(C)cc2C2CC2Cn2cc(-c3cnn(CC(F)F)c3)nn2)C1
rxn:3:54433:12177:127966	Cc1ccc(C(=O)NC2CC23CCOC3)c(C2C(CCn3cc(C4CC(C)(C(F)F)C4)nn3)C2(F)F)c1
rxn:3:59820:39782:126488	Cc1nc(-c2cn(-c3cc(C(=O)NC4CC5(C4)C(F)(F)C54CC4)cc(C(F)(F)F)c3)nn2)nc(C)c1C
rxn:3:62653:23193:81024	Cc1csc2c1CCC2CNC(=O)C(C(C)C)N1CC(Cn2cc(CC3(C(F)F)CCC3)nn2)CC1=O
rxn:3:52096:39533:88297	CCC1(c2cn(CCC3CC3c3ncc(C(=O)N[C@H]4CCOc5c4ccc(C)c5C)s3)nn2)CC1
rxn:3:46235:23150:78737	CN1CC(Cc2cn(CCC=Cc3ccc(C(=O)Nc4cccc(C(C)(F)F)c4)cc3F)nn2)C1
rxn:3:62323:4:90844	COc1cc([C@H](NC(=O)C(C)Cn2cc(-c3ccc(N(C)C)nn3)nn2)C2CCCCC2)ccc1C
rxn:3:62849:1146:99158	Cc1ccc2cccc(-c3cn(CC4CC(=O)N(C(C)(C)C(=O)NC5CCC6(C(C)C)CC56)C4)nn3)c2n1
rxn:3:50874:1872:94285	CC1OCCC1NC(=O)Cc1ccc(C2C(Cn3cc(C(C)(C)c4ccc(F)cc4)nn3)C2(F)F)cn1
rxn:3:57297:28119:130048	CC(c1cccc(-c2cn(CCCc3cscc3C(=O)NC3C4CCOCC43)nn2)c1)C(F)(F)F
rxn:3:65445:7786:141104	CCOC[C@@H](C)NC(=O)c1csc(N2CC(Cn3cc(C4(C)CCCN4CC(F)(F)F)nn3)CC2=O)n1
rxn:3:58256:31836:88774	Cc1cnc(C(=O)NCCC2CCCC23CC3)c(CCCn2cc(-c3cnc(C#N)cc3C)nn2)c1
rxn:3:61918:6420:113006	CSCC[C@@H](C(=O)NC1CCCC12CCCCC2)n1cc(-c2ccc(-c3cncnc3)s2)nn1
rxn:3:52959:37805:94330	Cc1cc(C2CC2CCn2cc(-c3snnc3C)nn2)cc(C)c1C(=O)N[C@@H]1CC[C@H]2[C@@H](C1)C2(F)F
rxn:3:40946:6287:109975	Cc1cnc(C(=O)NC2(C)CCC3(CCC3)CC2)c(C=CCn2cc(Cn3nncc3C3CC3)nn2)c1
rxn:3:40560:23881:72210	CCC(C)(C)Cc1cn(CC=Cc2ccc(C(=O)N[C@H](C)c3ccc4c(c3)CCCO4)cn2)nn1
rxn:3:61928:11731:91132	CC(C)[C@H](C(=O)NC(c1ccc2c(c1)CCC2)C1CC2CCC1C2)n1cc(CCn2ccnc2)nn1
rxn:3:65227:24199:81991	CC(c1cn(CC2CC(=O)N(c3ccc(C(=O)NC4CCCCCC4F)c(F)c3F)C2)nn1)N1CCCCC1
